Fly_Genesymbol	gut_control_1	gut_control_2	gut_control_3	gut_CG6295 RNAi-1_1	gut_CG6295 RNAi-1_2	gut_CG6295 RNAi-1_3		Rat_Genesymbol	IEC-6 cells_control_1	IEC-6 cells_control_2	IEC-6 cells_control_3	IEC-6 cells_ Liph_sh1_1	IEC-6 cells_ Liph_sh1_2	IEC-6 cells_ Liph_sh1_3	IEC-6 cells_ Liph_sh2_1	IEC-6 cells_ Liph_sh2_2	IEC-6 cells_ Liph_sh2_3
AdoR	2.273950271	1.941655542	2.368252751	1.675791035	1.92749475	1.7640682		Acbd5	7.239237914	7.733964224	6.019089531	7.853380946	6.814737901	6.942536787	8.220642595	5.506385714	9.521561377
Aduk	7.180972133	6.416906652	5.539580117	8.600391929	8.566041611	9.639163144		Acbd6	3.235774655	2.846608333	2.664617853	3.486604741	2.587398064	2.863427332	1.907954112	2.319510906	1.888644942
Ady43A	5.186788358	5.106074066	4.222717793	5.045527384	7.070264318	7.560940174		Acbd7	0	0	0	0	0	0	0	0	0
Aef1	15.58738327	14.15297103	16.68344285	19.21964762	17.88230134	20.41552682		Accs	3.253221136	3.614436934	2.291438428	3.349531246	2.550613138	3.606904486	2.103544518	2.538534131	2.240213376
Afti	6.828175791	7.221458739	7.231298434	8.745144138	7.632790547	7.986461693		Accsl	0	0	0	0	0	0	0	0	0.01315501
Ag5r	276.3901301	221.8670471	243.2008632	170.0509426	202.5856963	211.5226048		Acd	47.45067077	40.7492969	39.02767732	37.758151	32.32534837	38.77582513	38.17872459	37.17149028	33.98979808
Ag5r2	284.968458	240.1724513	184.4623449	205.215391	175.7571393	253.8673009		Ace	0.319926259	0.426263455	0.14937524	0.219851055	0.228028017	0.736658398	0.181343109	0.047140563	0.08258882
Ahcy	52.38957335	51.73502186	62.47669881	74.58934214	53.45723535	61.38429611		Ace2	0.035090818	0	0	0.045733754	0.027512148	0.041924373	0	0	0
AhcyL1	57.87176402	55.88003987	54.46571137	64.20535695	75.74850508	70.50022099		Ace3	0	0	0	0	0	0	0	0	0
AhcyL2	31.40646143	31.19042599	37.47011336	44.77289507	38.94068261	44.39465103		Acer1	0.099395032	0.117479987	0.012154492	0	0.051952258	0.071250679	0.045906561	0.046029281	0.047041102
Ak6	5.182794856	4.873929508	4.950661884	6.16234392	6.535754511	6.9065162		Acer2	0.425404355	0.479951947	0.302664402	1.63808323	1.091547789	0.739268684	0.272388756	0.223866328	0.279120605
Akap200	80.77539534	42.16140097	49.59813949	71.01158318	116.5009029	97.62454781		Acer3	12.07903871	13.67648168	18.3340499	15.18328582	15.40692077	12.44605066	11.62552303	9.910391343	10.88070244
Akh	1.213224476	6.567853837	6.097943469	2.084721627	3.103941456	5.934115969		Ache	6.032569093	6.364966943	2.218716248	0.666785718	1.309497144	2.218129724	9.744089753	10.15483736	10.52159508
AkhR	0.661752203	0.484023169	0.851596525	0.101653369	0.135220146	0.306890777		Acin1	61.67485334	60.2265167	54.60840367	70.95868464	61.12569392	70.64329119	41.03789974	43.4100857	40.5262615
Akt1	20.21126169	16.50510804	15.16502753	21.76094695	25.35800265	24.76769894		Ackr3	225.4781914	220.6710891	167.2870073	344.7582627	249.3595366	162.357621	304.1270793	292.1226234	320.326914
AlaRS	39.98573154	43.72532716	55.25171326	81.27875623	85.32150306	83.32053004		Ackr4	0.029996708	0	0	0.078189232	0	0	0	0	0.014196667
AlaRS-m	7.844492561	7.74980851	6.592970845	8.20408399	10.11461751	9.510248337		Acly	107.9395079	122.9251588	106.780348	104.5706416	105.7205628	113.7445252	96.80170631	85.04096527	106.3191636
Alas	46.1297541	54.73701802	82.83700565	131.4948382	179.6141878	160.1036855		Acmsd	0.059578031	0	0.058283853	0	0.186843135	0	0.027516693	0.055180503	0
Ald	188.6176761	193.5888497	201.3671463	215.3653319	260.715234	243.0054012		Aco1	57.99545522	60.21867137	57.4908857	50.08571579	51.46828771	45.05160742	52.81034241	52.40521175	52.15319052
Aldh	141.337107	124.2280204	104.3479261	120.5343322	119.1870086	136.2419514		Aco2	109.9793862	109.1159297	113.486474	116.3213065	119.4391307	139.716041	118.5473175	126.2217544	122.9251355
Aldh-III	49.53026349	54.79144778	42.00100521	39.92214279	42.11294027	45.02326246		Acod1	0.006677759	0.006314224	0	0.006962482	0	0	0.006168376	0	0.006320822
Alg-2	31.42220044	31.36182028	33.8262334	25.12008758	33.10970452	31.77225601		Acot1	0	0	0	0.039773015	0.119631671	0	0	0.035330899	0.018053773
Alg10	9.073131117	8.580037637	7.984289462	9.038984412	10.24319581	11.67853741		Acot11	0.152104518	0.182177047	0.173600518	0.86167166	0.736724996	0.344066411	0.177969074	0.122093831	0.12477771
Alh	3.376666306	2.78013689	3.490901936	5.24892816	6.398096472	4.888039385		Acot12	0	0	0	0	0	0	0	0	0
Alk	0.127301585	0.073491787	0.12345763	0.123908267	0.13855919	0.100362431		Acot13	11.18735899	10.0800675	7.811722888	8.917318762	8.474580934	10.69278025	9.060954309	12.7642976	7.980399454
AlkB	6.362899406	5.762087723	5.154968582	7.037427484	7.350310002	7.104463197		Acot2	2.789113492	2.935322988	2.831314246	1.185123583	0.908645482	1.643307766	2.082262225	2.733640039	2.1065999
Alp1	0.051438722	0.01522862	0.030936742	0.113974989	0.12706401	0.108142464		Acot3	4.176338518	4.421744795	3.236845588	2.238533269	2.059927312	2.951615048	2.200556129	3.704637938	2.853474644
Alp2	9.455032586	16.5610466	5.327159439	32.35945286	65.98132267	54.42389196		Acot4	0	0	0	0.01191229	0	0	0	0	0
Alp4	61.03353608	105.9864608	54.21552399	82.64519246	69.80895153	87.80872187		Acot5	0	0	0.01581454	0	0	0.015451033	0.014932569	0	0
Alr	10.64033751	12.25716078	10.07086343	25.75684124	33.17063367	29.35520047		Acot7	59.06057574	47.74029716	61.34713214	43.67427944	52.96118054	53.6264126	41.56856797	47.32549242	38.51173584
Als2	11.18645388	9.967963534	8.574432957	10.21614803	12.40756346	13.20367586		Acot8	5.402097697	4.682341368	4.668196878	5.30387128	4.823638995	9.272386589	4.449436858	5.545393146	4.261122222
Ama	0	0	0	0	0.014740339	0		Acot9	30.04855734	25.65842655	29.57913797	23.07105955	25.85600395	26.05002206	23.82270115	25.27476168	21.88001906
Amnionless	0.58889592	0.94436752	0.368936579	0.248541339	0.621274545	0.412689467		Acox1	29.41023472	32.92080392	30.41652557	42.02518494	32.71124498	42.03295929	39.94158787	37.66580079	42.46962302
Amph	31.43953927	35.09728913	36.61735492	28.00178781	30.71634684	24.99315752		Acox3	7.165967113	7.728804636	5.870730412	9.811895667	7.415829182	8.300317057	12.99688373	12.71038291	13.7393136
Amt	0.068458608	0.060802258	0.061759494	0.043339053	0.06341496	0.041121232		Acoxl	0.009452823	0	0	0.009855868	0.019763382	0.018069852	0.008731757	0.008755099	0
Amun	22.27692509	17.51421532	18.22998325	26.93743981	23.71457901	26.49441706		Acp1	17.66530093	18.30673856	20.7057799	11.61373246	12.13965764	11.63956615	9.969171149	11.09333542	9.577078544
Amy-d	2870.072544	2072.63202	2368.757178	2805.098777	2930.19751	2988.299503		Acp2	19.18733093	17.18233367	17.00179315	14.89022543	13.93112494	18.02841636	22.89351705	22.83241748	19.47891903
Amy-p	2554.444204	1765.807421	1967.637089	3640.928564	3677.35107	4085.202568		Acp3	0.476847665	0.488179695	0.291117439	0.306531575	0.341066572	0.705924586	0.609376813	0.49810258	0.437784653
Amyrel	10.21541797	5.202289326	7.809060733	8.087000059	6.833217838	8.357618259		Acp4	0.009126271	0	0	0	0	0	0	0	0
Ance	580.667765	634.8593799	537.8328315	463.0531788	485.3535396	465.7240678		Acp5	6.23443726	5.176453696	4.171557858	4.651426242	3.442541099	9.630960959	6.408856303	6.869160437	5.741344488
Ance-2	0.766487882	0.903560225	0.427461676	0.688158619	0.748745554	1.406338725		Acp6	27.75235049	24.46169724	25.10599193	16.01153366	20.10884994	25.49427502	17.45072153	18.68795838	14.81837731
Ance-3	0.036154245	0	0.01630816	0.01716611	0.041863252	0.024431485		Acp7	0	0	0	0	0	0	0	0	0
Ance-4	1.341659168	0.808102783	1.822509954	0.658988856	0.585693583	1.250531883		Acr	0	0.008523541	0	0	0	0	0	0.008348921	0
Ance-5	1.536598108	0.883835718	1.544658648	0.319625513	1.057375533	1.028477765		Acrbp	0.94331425	0.970662836	0.542837178	2.444373299	1.174633128	2.51920872	0.615076029	0.66811364	0.538361683
Andorra	0	0.02904212	0	0	0	0.029462255		Acsbg1	0	0	0	0.123140374	0.01122391	0.071834909	0	0.039777176	0
Ank	42.4646838	41.43315146	38.45275583	38.34664627	39.22099742	39.48837101		Acsbg2	0	0.007875318	0	0.008683848	0.008706601	0	0.007693412	0	0
Ank2	0.116761142	0.099015552	0.107715774	0.120899634	0.119769104	0.099259218		Acsf2	6.597176148	6.967027672	5.012250849	4.802714016	5.549834441	9.075849633	5.526013493	5.152117417	5.191471843
Ankle2	6.830759656	5.635395666	4.991484043	9.650496973	7.19226678	10.97566496		Acsf3	6.153997044	5.312439919	4.665426492	6.293781995	4.001969186	5.270015525	5.322492375	5.227808074	4.489374179
Ant2	1.939422366	1.454571666	1.788518271	3.028546263	3.094035181	3.164803892		Acsl1	5.040966624	6.12047841	6.246139278	4.075005801	4.055009365	6.024042221	4.108941386	3.592705591	4.049402901
Antp	0.548547241	0.285725261	0.45393941	0.368156824	0.49667169	0.438504153		Acsl3	73.06127336	75.40065898	66.80150784	60.94113915	76.47837803	100.5924707	72.1213309	64.42366633	66.96239655
AnxB10	9.063857507	5.624086949	6.27269108	10.35207314	19.25348372	18.74966588		Acsl4	10.37153909	13.36160646	12.88867402	11.5206409	13.02006234	16.22925928	10.30868501	7.926804581	12.18222347
AnxB11	12.36147151	11.58891851	12.65375109	17.05442688	21.80268555	21.04744514		Acsl5	50.96940722	48.26747623	53.55445942	52.38333117	57.4322606	53.43446422	71.64087684	74.80270838	66.41890763
AnxB9	87.40121186	51.95432184	70.9514696	88.89752246	136.0067148	120.1899417		Acsl6	0.008971312	0	0	0.009353826	0.018756669	0.008574702	0	0.008309129	0.016983561
Aos1	11.59570717	9.921778769	8.138987526	14.9169528	11.72459475	15.87498015		Acsm1	0.131577792	0.221181739	0.014302179	0.030486209	0.1069813	0.055893737	0.17555917	0.230191095	0.166059656
Apc	14.7440333	10.45019208	12.52286644	16.16509976	18.5273623	13.71420879		Acsm2	0.012414136	0.035214941	0.024288943	0	0	0	0.022934358	0.160969671	0.082254062
Apc2	0.720676995	0.224707923	0.359659729	2.358850528	0.461625532	1.388475344		Acsm3	0.023122222	0	0	0.060270241	0.060428154	0.044200037	0.192226016	0.149908799	0.229806165
ApepP	71.61796776	75.73968821	65.50261752	57.13269551	57.12053801	58.91008892		Acsm5	0.098986671	0.09359786	0.040348518	0.008600601	0.017246271	0.039421082	0.167632505	0.076400286	0.06246378
Aplip1	0.038531037	0.091258027	0.046347371	0.048785644	0.047589714	0.104150478		Acss1	0.041886919	0.118819814	0.049172441	0.034938298	0.02627238	0.048042183	0.007738352	0.038795194	0.023788796
Apoltp	2.206887091	1.644396226	1.890334715	0.730175252	0.856452419	1.37096737		Acss2	12.56585201	13.07646348	10.105491	3.832286249	6.571980414	8.797330231	13.85663821	14.77311715	14.0831227
Appl	15.83477745	10.54356365	14.92422736	7.435461871	9.697882401	8.156479758		Acss3	0	0	0	0	0	0.019357952	0	0	0
Aprt	23.41414031	22.60031634	24.81669064	16.79082664	23.34670519	20.823091		Acta1	27.14272342	22.77379777	46.14014091	2.707718106	27.03865729	1.301142444	15.20586212	16.68193341	17.80194929
Aps	40.27085502	35.59041454	34.36606216	47.98343378	34.53214328	44.78451972		Acta2	70.44499977	57.44422718	75.27190443	22.4420022	93.02738853	13.20614738	21.19856412	21.61515253	21.70203293
Arc1	298.2985924	301.348598	290.7758446	571.2067843	672.4874542	679.6911236		Actb	3441.832636	3107.572536	4718.306679	2578.826707	3820.783208	3103.829276	3221.804652	3393.513884	3154.916133
Arc2	19.12208815	22.56334487	26.75897827	26.86271714	35.140348	33.80878722		Actc1	0	0	0	0.021088513	0	0	0	0.018733206	0
Arc42	19.12998078	18.75549551	14.46046141	16.27881137	20.65379342	19.55807563		Actg1	791.1186657	749.5238101	1300.364333	857.3607557	990.7005442	840.6568321	777.0613066	816.9066036	771.2783374
Archease	7.019322907	5.694133101	8.229882159	10.85262011	10.91520922	11.62150957		Actg2	0.21871238	0.186125156	0.064188427	0.022803773	0.137181125	0.020904339	0.020202888	0.04051379	0.124213105
Arf102F	106.6499481	103.0914703	99.66800264	78.50964904	158.8762275	131.1335522		Actl10	0.095517585	0.072254104	0.046721357	0.089631195	0.109836267	0.164330777	0.10587774	0.061927121	0.117535617
Arf51F	31.78397675	30.59633663	34.4364395	34.15917614	32.89074476	33.89763954		Actl11	0	0	0.023927305	0.017000972	0.017045516	0	0.007530963	0.007551095	0
Arf79F	224.650128	222.2755923	222.9951128	232.2821477	257.7159401	242.4235202		Actl6a	42.7071237	38.40819111	43.55255457	44.66303362	45.32140764	38.14319538	31.10807199	29.13779648	29.64044403
ArfGAP1	35.70385108	36.20883808	35.86779127	34.75072816	39.6082745	37.84332727		Actl7a	0	0.017459932	0.054192191	0.038504961	0	0.01764885	0.017056638	0.017102235	0.034956355
ArfGAP3	34.68158357	38.91474746	36.43494311	39.45499121	53.03259795	45.22990276		Actl7b	0.303551998	0.430540048	0.615127536	0.587775869	0.158661971	0.393751053	0.400566973	0.502047237	0.225756648
Arfip	8.637752364	9.510729213	9.63258061	10.31541899	13.34038959	12.0012233		Actn1	107.349041	117.6230062	217.3903588	92.73085728	177.8166313	87.86965427	196.5390768	184.4501994	215.4234579
Arfrp1	6.412600527	7.593894581	5.911952335	8.332907098	11.22897898	11.25153094		Actn2	0	0	0.040044156	0.032008966	0	0	0	0	0
ArgRS	19.37738808	20.1215508	22.67582023	29.87383222	33.07809474	32.40930883		Actn3	0.042003758	0.089363438	0.010272834	0.021897347	0.02195472	0.020073413	0.029099766	0.029177557	0.059637882
ArgRS-m	4.417290863	3.342781868	3.242920309	3.90575863	4.3945629	4.853188233		Actn4	256.5126755	269.1111375	337.326112	240.9204236	269.1779326	246.7569624	225.4616131	216.2546439	237.5876491
Argk	421.1797539	416.0282741	375.4441656	396.8238308	427.0041824	400.818563		Actr10	33.78667595	30.75910153	33.5556642	37.01392958	37.18554899	36.49683437	35.07431078	35.20775144	29.98023765
Arl1	39.86483048	40.02737805	42.11422594	39.38912227	49.75781742	46.78145263		Actr1a	76.69647294	73.20539152	72.96910859	68.59353975	66.61505731	64.46680883	32.96055426	36.02531309	31.0856244
Arl2	9.960136133	7.211123058	7.537576777	6.947957028	12.9430965	13.14227673		Actr1b	59.83512069	58.4516793	56.47595277	44.27353968	43.49738764	51.55246872	47.66783549	51.19415508	48.79204977
Arl4	11.08558474	12.78444745	12.90918188	12.48728715	14.74838932	15.23712508		Actr2	84.27863797	94.12125133	100.5100074	104.2513327	101.2556514	97.35146497	98.90397355	85.52494001	97.22653388
Arl5	13.36699913	11.95420521	13.68628515	16.09728609	13.53900719	14.31502556		Actr3	256.6547601	253.3921232	297.5570303	296.9403451	281.6152916	287.6048323	181.5447237	179.5876678	177.8885597
Arl6	0.349406042	0.232746583	0.275812616	0.165898715	0.040457969	0.432874913		Actr3b	0.013683187	0	0	0.028533208	0.200255772	0.052313084	0.025278852	0.088712499	0.038855394
Arl6IP1	7.346673806	6.22746999	6.152801519	9.816998744	10.04186187	10.3280232		Actr5	4.91491685	4.399347496	4.718906611	4.315974536	3.25440273	4.152665482	3.876384119	3.876184862	2.838817386
Arp1	80.46129582	69.94607852	76.3910286	87.91638062	90.93577233	94.8891599		Actr6	5.898820013	4.949077028	4.697067964	7.580640528	6.21057021	8.068752453	5.9362299	5.629571414	4.984214059
Arp10	15.42257454	13.69772739	12.76756914	13.63069634	14.80922356	16.63873196		Actr8	7.781502729	7.04232195	6.50563583	7.731385042	6.390211945	7.515290553	5.789437759	6.249706531	6.009564319
Arp2	85.93124015	78.84026836	86.92981827	108.7218655	112.4053447	105.9901558		Actrt3	0.755615995	0.739997596	0.448801338	0.422053702	0.507791422	1.031730264	1.695087441	1.699618839	0.868490018
Arp3	112.1213681	104.3528638	111.9125633	135.9357795	142.0926937	145.1739779		Acvr1	9.154383746	9.520333347	8.50841948	11.35833983	11.18843351	9.799381061	11.19706265	10.31721058	11.49961553
Arp5	4.484747029	3.781647092	3.588315335	5.019222705	5.774032356	5.111129831		Acvr1b	13.54401635	14.07790018	12.64354357	13.36071018	11.86492662	19.76181216	9.500875591	9.757718776	10.21347721
Arp6	10.85078257	10.35186651	9.685267202	10.8060474	13.13916861	15.14139011		Acvr1c	0.0066785	0.009472386	0.006533427	0.003481627	0.010472248	0.019149756	0.00308453	0.003092776	0.009482284
Arp8	3.557923567	2.475139762	2.843625828	5.382666781	4.699328368	4.47338461		Acvr2a	4.474687112	5.211877066	6.135560144	9.733366311	7.640664522	6.144393769	8.745779076	5.998774842	10.58306104
Arpc1	119.5735258	102.850003	122.3243054	151.0175185	176.099549	170.9807286		Acvr2b	0.386966834	0.628339395	0.368117925	1.096314879	0.636077939	1.084071033	0.672989784	0.558616416	0.623943836
Arpc2	79.34477539	74.77608895	89.32687969	104.7069863	106.0200475	104.606633		Acvrl1	0.007034967	0	0.006882151	0	0.007354139	0.00672396	0	0.006515708	0
Arpc3A	30.27674912	26.71919033	30.14985206	34.22355311	43.39742289	40.24864147		Acy1	35.11183651	30.47675496	38.66505669	25.03320073	29.27239268	41.85364954	23.99673798	26.86376964	24.95217221
Arpc3B	84.15217799	74.74067257	85.51364113	81.0710187	129.2636242	116.3241434		Acy3	5.007989181	4.887060175	3.083022891	1.613054561	3.402279817	4.742779225	1.968951287	1.868074211	1.952527922
Arpc4	91.55008775	93.01538506	102.5623378	103.4563141	126.3416016	115.3257363		Acyp1	18.29310342	15.60969642	14.09211059	12.56031818	15.12519889	13.12852196	16.80937972	16.85431544	15.08301993
Arpc5	48.50392626	44.23595341	51.61610314	54.8811941	60.98849842	62.39860616		Ada	1.802285419	1.369706265	1.862002867	2.932848345	3.574419932	4.25017474	1.664806073	1.310444371	1.546515684
Arr1	0.175091093	0.422096018	0.823634522	0.106886076	0.382308203	4.890520198		Adal	2.025880293	2.32043342	2.278132729	1.7094053	1.648385331	1.92633771	1.543377323	1.56684695	1.611174046
Arr2	0.760641368	0.462233411	2.419785147	0.361154102	1.093986633	13.86921862		Adam10	112.0802539	147.8027978	113.6932886	141.7971984	129.3093204	129.1724928	150.0261844	114.5375367	163.1860418
Ars2	20.35697772	22.01946838	20.69593233	25.27791642	25.33678498	25.00696801		Adam11	0	0	0.007982251	0	0.01705937	0	0	0	0.015446712
Art1	13.90232445	10.54757352	10.1468666	25.51816462	19.52361804	25.65481798		Adam12	0.063129939	0.094806784	0.058125747	0.139387008	0.582300891	0.149072938	0.078895888	0.079106797	0.073815667
Art3	6.385472885	5.656081722	7.433049519	11.23083259	10.27179403	13.1306772		Adam15	49.38412221	45.45193128	47.04236388	29.12140036	35.52276306	43.20392235	69.28868138	73.98563669	69.18935601
Art4	5.555951434	4.227080139	3.038288237	10.54233391	6.706484811	8.867189074		Adam17	17.44448233	20.82677879	22.91207612	24.51129864	21.41339839	20.6661709	21.91911849	21.86891327	24.94180683
Art7	4.610201196	4.5139269	3.983681225	7.265675554	4.849386562	7.39432586		Adam18	0	0	0	0	0.011561905	0.042284648	0	0	0
Art8	6.014079301	5.091443718	7.157125711	8.262715732	9.245481933	9.661501383		Adam19	0.174456463	0.160618065	0.211087946	1.651413785	0.383939856	0.92147982	0.521613305	0.514503518	0.469321041
Arv1	7.725091246	6.248002144	5.66428095	6.149567719	7.947671754	8.678260557		Adam1a	1.102598654	1.0227149	1.171103073	1.390481528	1.02089447	1.485432569	0.83419329	0.914230119	0.844869997
Asap	21.12867629	17.79725221	17.52550079	20.85193828	18.50028503	18.04379863		Adam2	0	0	0	0	0	0	0	0	0
Asator	1.098819621	1.079621017	0.709394102	1.206481753	1.459999719	1.04573691		Adam22	0.012591907	0.005953203	0.006159191	0.006564398	0.062525169	0.006017618	0.01163139	0.03498745	0.005959425
Asciz	1.655031877	1.387508333	1.39539849	2.08570814	1.791002769	2.843034056		Adam23	9.528741889	14.2732664	11.31121618	7.224478174	7.133824357	9.888989143	17.00341966	13.80609281	23.03969356
Ask1	10.67755588	9.972989938	9.394844344	11.07828954	10.46813949	10.56535973		Adam28	0.098581652	0.015535815	0.040183426	0.017130821	0.017175705	0	0.174535094	0.190219207	0.1244164
AsnRS	45.67338311	66.35433596	96.51110616	142.1866542	155.8515256	152.4497296		Adam30	0	0	0	0.009125485	0	0	0	0	0
AsnRS-m	3.614802366	3.655916953	3.034869313	3.273896951	4.33560923	4.217118283		Adam32	0.527759221	0.629209385	0.538742635	0.729694675	0.299838744	0.449598571	0.243750725	0.223149956	0.271494359
AsnS	16.56753646	39.86140547	128.9927115	74.73381787	26.4127979	39.64132166		Adam33	1.122419876	0.71348948	0.581314355	0.521215834	1.429704004	0.324544277	1.751235398	1.520047459	1.892722964
AspRS	128.0870932	143.6437241	171.3260783	251.9455861	304.5692368	267.9506829		Adam4	0.307689974	0.30257698	0.216724471	0.577456394	0.385979585	0.447012843	0.159162757	0.21658404	0.1863958
AspRS-m	14.31359786	12.94912092	13.09612723	19.35100458	19.55126343	19.05479025		Adam4l1	0.195562952	0.404504956	0.310886641	0.726398271	0.319430481	0.502340421	0.225806625	0.192448724	0.127262981
